name,source,equip,destination,access_IP,HOP1,HOP2,HOP3,HOP4,HOP5,HOP6,HOP7,HOP8,HOP9,HOP10
5G_VMME_BB,DS_5G_VMME_BB,vMME#071,DS_PGW,172.28.126.165,DNSN-IPB-5G-A-MME71-LF-01,DNSN-5G-A-PUB-BL-01,DNSN-IPB_CORE-RT-02,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-04,DNSN-LTE-S5-L3SW-01,-,-,-,-
5G_VMME_BB,DS_5G_VMME_BB,vMME#071,BR_VGW,172.28.79.12,DNSN-IPB-5G-A-MME71-LF-01,DNSN-5G-A-PUB-BL-02,DNSN-IPB_CORE-RT-04,CNTM-IPB_CORE-RT-02,CNTM-IPB_PPE-RT-02,CNTM-PLTE-S5-SGi-02,-,-,-,-
5G_VMME_BB,DS_5G_VMME_BB,vMME#071,DS_VPGW,172.28.214.81,DNSN-IPB-5G-A-MME71-LF-01,DNSN-5G-A-PUB-BL-01,DNSN-IPB_CORE-RT-04,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-16,DNSN-LTE-S5-L3SW-16,DNSN-vPGW72-x770-INT-SW-02,-,-,-
5G_VMME_BB,DS_5G_VMME_BB,vMME#071,SS_PGW,172.28.52.4,DNSN-IPB-5G-A-MME71-LF-01,DNSN-5G-A-PUB-BL-02,DNSN-IPB_CORE-RT-04,SNSU-IPB_CORE-RT-04,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-
5G_VMME_BB,DS_5G_VMME_BB,vMME#071,SS_VPGW,172.28.63.132,DNSN-IPB-5G-A-MME71-LF-01,DNSN-5G-A-PUB-BL-01,DNSN-IPB_CORE-RT-03,SNSU-IPB_CORE-RT-02,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-10,SNSU-LTE-S5-L3SW-11,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_MME,172.28.51.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-03,SNSU-LTE-S5-L3SW-02,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_MME,172.28.121.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-03,DNSN-IPB_PE-RT-07,DNSN-LTE-S5-L3SW-04,-,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_vMME,172.28.63.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-09,SNSU-LTE-S5-L3SW-11,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_A_MME,172.28.138.4,DNSN-LTE-S5-L3SW-01,-,-,-,-,-,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_PGW,172.28.50.228,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-02,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,BR_VPGW,172.28.12.28,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-01,BORM-IPB_PPE-RT-04,BORM-vEPC-S5-SGI-02,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_APGW,172.28.30.44,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-09,DNSN-LTE-S5-L3SW-07,-,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_PGW,172.28.126.165,DNSN-LTE-S5-L3SW-01,-,-,-,-,-,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,BR_VGW,172.28.79.12,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-03,CNTM-IPB_PPE-RT-02,CNTM-PLTE-S5-SGi-01,-,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_VPGW,172.28.214.81,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-03,DNSN-IPB_PE-RT-15,DNSN-LTE-S5-L3SW-15,DNSN-vPGW72-x770-INT-SW-01,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_PGW,172.28.52.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_VPGW,172.28.63.132,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-10,SNSU-LTE-S5-L3SW-11,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_SPGW,172.28.202.164,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-16,SNSU-LTE-S5-L3SW-17,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_vSPGW,172.29.89.100,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-02,DNSN-IPB_CORE-RT-03,DNSN-5G-B-PUB-BL-03,DNSN-IPB-5G-B-SPGW208-LF-01,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_AMF,172.29.16.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-04,SNSU-IPB_CORE-RT-01,SNSU-5G-CD-PUB-BL-04,SNSU-5G-C-PUB-AMF01-LF-01,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,SS_VMME,172.28.204.132,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-02,SNSU-NSA-S5-SGI-L3SW-02,-,-,-,-
LTE_SGW_BB,DS_LTE_SGW_BB,SGW#004,DS_VMME,172.28.247.132,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-02,DNSN-IPB_CORE-RT-02,DNSN-5G-A-PUB-BL-03,DNSN-IPB-5G-A-MME71-LF-01,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_MME,172.28.51.4,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_MME,172.28.121.4,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-04,DNSN-IPB_PE-RT-08,DNSN-LTE-S5-L3SW-03,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_vMME,172.28.63.4,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-09,SNSU-LTE-S5-L3SW-11,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_A_MME,172.28.138.4,DNSN-IPB-PE-RT-17,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-03,DNSN-LTE-S5-L3SW-01,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_PGW,172.28.50.228,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-03,SNSU-LTE-S5-L3SW-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,BR_VPGW,172.28.12.28,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-03,BORM-IPB_PPE-RT-04,BORM-vEPC-S5-SGI-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_APGW,172.28.30.44,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-01,DNSN-IPB_PE-RT-10,DNSN-LTE-S5-L3SW-08,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_PGW,172.28.126.165,DNSN-IPB-PE-RT-17,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-03,DNSN-LTE-S5-L3SW-01,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,BR_VGW,172.28.79.12,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-03,CNTM-IPB_PPE-RT-01,CNTM-PLTE-S5-SGi-02,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_VPGW,172.28.214.81,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-04,DNSN-IPB_PE-RT-16,DNSN-LTE-S5-L3SW-15,DNSN-vPGW72-x770-INT-SW-01,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_PGW,172.28.52.4,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-04,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-03,SNSU-LTE-S5-L3SW-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_VPGW,172.28.63.132,DNSN-IPB-PE-RT-17,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-10,SNSU-LTE-S5-L3SW-11,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_SPGW,172.28.202.164,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-16,SNSU-LTE-S5-L3SW-18,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_vSPGW,172.29.89.100,DNSN-IPB-PE-RT-17,DNSN-IPB-P-RT-02,DNSN-IPB_CORE-RT-02,DNSN-5G-B-PUB-BL-03,DNSN-IPB-5G-B-SPGW208-LF-01,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_AMF,172.29.16.4,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-01,SNSU-IPB_CORE-RT-01,SNSU-5G-CD-PUB-BL-04,SNSU-5G-C-PUB-AMF01-LF-01,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,SS_VMME,172.28.204.132,DNSN-IPB-PE-RT-17,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-01,SNSU-IPB_CORE-RT-01,SNSU-NSA-S5-SGI-L3SW-01,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vSGW#061,DS_VMME,172.28.247.132,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-04,DNSN-5G-A-PUB-BL-04,DNSN-IPB-5G-A-MME71-LF-01,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_IMS_L4,220.103.220.50,DNSN-LTE-SGI-L3SW-04,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-03,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_ABC,211.188.227.137,DNSN-LTE-SGI-L3SW-04,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-04,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,DS_vMSS,172.28.119.201,DNSN-LTE-SGI-L3SW-03,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-04,DNSN-IPB_PE-RT-07,-,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_ABC,172.28.109.70,DNSN-LTE-SGI-L3SW-03,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-05,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_SGW,172.28.50.180,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-04,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-05,SNSU-LTE-S5-L3SW-05,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,DS_SGW,172.28.120.180,DNSN-LTE-S5-L3SW-01,-,-,-,-,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_SPGW,172.28.202.164,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-16,SNSU-LTE-S5-L3SW-17,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,DS_VSPGW,172.29.89.96,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-01,DNSN-5G-B-PUB-BL-02,DNSN-IPB-5G-B-SPGW208-LF-01,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_SMF,172.29.17.7,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-01,SNSU-5G-CD-PUB-BL-02,SNSU-5G-C-PUB-SMF01-LF-01,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,MECGW,172.29.133.28,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-03,GWJU-IPB_CORE-RT-02,GWJU-IPB-5G-MEC-BL-02,GWJU-5G-MEC-PUB-MECGW541-LF-02,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,BR_SMF,172.29.162.7,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-03,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-03,BORM-IPB_CORE-RT-02,BORM-IPB-5G-C-B2B-BL-01,BORM-IPB-5G-C-B2B-SMF01-LF-01,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_MME,172.28.51.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,DS_MME,172.28.121.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-03,DNSN-IPB_PE-RT-07,DNSN-LTE-S5-L3SW-03,-,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_AMF,172.29.16.4,DNSN-LTE-S5-L3SW-01,DNSN-IPB_PE-RT-03,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-03,SNSU-5G-CD-PUB-BL-02,SNSU-5G-C-PUB-AMF01-LF-01,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,SS_VMME,172.28.204.132,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-04,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-01,SNSU-IPB_CORE-RT-04,SNSU-NSA-S5-SGI-L3SW-02,-,-,-,-
공통_HDV_PGW_BB,DS_공통_HDV_PGW_BB,H-PGW#051,DS_VMME,172.28.247.132,DNSN-LTE-S5-L3SW-02,DNSN-IPB_PE-RT-04,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-01,DNSN-5G-A-PUB-BL-04,DNSN-IPB-5G-A-MME71-LF-01,-,-,-,-
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_PCRF,172.28.200.11,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_IMS_L4,220.103.220.50,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_ABC,211.188.227.137,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_ABC,172.28.109.70,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,DS_VMSS,172.28.119.201,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_SGW,172.28.50.180,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,DS_SGW,172.28.120.180,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_MME,172.28.51.4,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,DS_MME,172.28.121.4,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_AMF,172.29.16.4,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,SS_VMME,172.28.204.132,불가,,,,,,,,,
공통_HDV_VPGW_BB,DS_공통_HDV_VPGW_BB,H-vPGW#073,DS_VMME,172.28.247.132,불가,,,,,,,,,
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,BR_OCS,172.28.14.88,DNSN-PCRF-GX-L3SW-04,DNSN-IPB_PE-RT-05,DNSN-IPB_P-RT-04,SNSU-IPB-P-RT-04,BORM-IPB_PPE-RT-04,BORM-LTE-S5-L3SW-01,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,BD_SRG,172.28.160.80,DNSN-PCRF-GX-L3SW-04,DNSN-IPB_PE-RT-05,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-03,BNDG-NEW-IPB-PPE-RT-01,-,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,SS_SGW,172.28.50.180,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-09,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-06,SNSU-LTE-S5-L3SW-05,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,DS_SGW,172.28.120.180,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-10,DNSN-IPB_P-RT-03,DNSN-IPB_PE-RT-04,DNSN-LTE-S5-L3SW-01,-,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,SS_SPGW,172.28.202.164,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-10,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-16,SNSU-LTE-S5-L3SW-18,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,DS_VSPGW,172.29.89.96,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-10,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-02,DNSN-5G-B-PUB-BL-04,DNSN-IPB-5G-B-SPGW208-LF-01,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,SS_MME,172.28.51.4,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-10,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-02,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,DS_MME,172.28.121.4,DNSN-LTE-S5-L3SW-08,DNSN-IPB_PE-RT-10,DNSN-IPB-P-RT-02,DNSN-IPB_PE-RT-07,DNSN-LTE-S5-L3SW-03,-,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,SS_AMF,172.29.16.4,DNSN-LTE-SGI-L3SW-10,DNSN-IPB_PE-RT-10,DNSN-IPB_P-RT-03,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-03,SNSU-5G-CD-PUB-BL-04,SNSU-5G-C-PUB-AMF01-LF-01,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,SS_VMME,172.28.204.132,DNSN-LTE-SGI-L3SW-10,DNSN-IPB_PE-RT-09,DNSN-IPB-P-RT-01,DNSN-IPB_CORE-RT-03,SNSU-IPB_CORE-RT-01,SNSU-NSA-S5-SGI-L3SW-02,-,-,-,-
LTE_PGW_BB,DS_LTE_PGW_BB,PGW#042,DS_VMME,172.28.247.132,DNSN-LTE-SGI-L3SW-10,DNSN-IPB_PE-RT-10,DNSN-IPB_P-RT-04,DNSN-IPB_CORE-RT-02,DNSN-5G-A-PUB-BL-01,DNSN-IPB-5G-A-MME71-LF-01,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,BR_OCS,172.28.14.88,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-03,SNSU-IPB-P-RT-03,BORM-IPB_PPE-RT-04,BORM-LTE-S5-L3SW-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,BD_SRG,172.28.160.80,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-02,SNSU-IPB-P-RT-03,BNDG-NEW-IPB-PPE-RT-01,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,SS_SGW,172.28.50.180,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-04,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-05,SNSU-LTE-S5-L3SW-06,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,DS_SGW,172.28.120.180,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-04,DNSN-IPB_PE-RT-04,DNSN-LTE-S5-L3SW-02,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,SS_SPGW,172.28.202.164,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-01,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-15,SNSU-LTE-S5-L3SW-18,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,DS_VSPGW,172.29.89.96,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-03,DNSN-IPB_CORE-RT-03,DNSN-5G-B-PUB-BL-01,DNSN-IPB-5G-B-SPGW208-LF-01,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,SS_MME,172.28.51.4,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-04,SNSU-IPB-P-RT-01,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,DS_MME,172.28.121.4,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-03,DNSN-IPB_PE-RT-08,DNSN-LTE-S5-L3SW-04,-,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,SS_AMF,172.29.16.4,DNSN-IPB-PE-RT-18,DNSN-IPB_P-RT-03,DNSN-IPB_CORE-RT-03,SNSU-IPB_CORE-RT-04,SNSU-5G-CD-PUB-BL-01,SNSU-5G-C-PUB-AMF01-LF-01,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,SS_VMME,172.28.204.132,DNSN-IPB-PE-RT-17,DNSN-IPB_P-RT-03,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-01,SNSU-NSA-S5-SGI-L3SW-02,-,-,-,-,-
LTE_PUB,DS_LTE_PUB,vPGW#075,DS_VMME,172.28.247.132,DNSN-IPB-PE-RT-18,DNSN-IPB-P-RT-02,DNSN-IPB_CORE-RT-01,DNSN-5G-A-PUB-BL-03,DNSN-IPB-5G-A-MME71-LF-01,-,-,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,SS_MME,172.28.51.4,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-03,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-02,SNSU-IPB-P-RT-04,SNSU-IPB_PE-RT-03,SNSU-LTE-S5-L3SW-02,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,DS_MME,172.28.121.4,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-02,DNSN-IPB_CORE-RT-01,DNSN-IPB_P-RT-04,DNSN-IPB_PE-RT-07,DNSN-LTE-S5-L3SW-04,-,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,SS_VMME,172.28.63.4,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-02,DNSN-IPB_CORE-RT-04,SNSU-IPB_CORE-RT-02,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-10,SNSU-LTE-S5-L3SW-11,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,BR_VMME,172.28.11.4,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-02,DNSN-IPB_CORE-RT-02,SNSU-IPB_CORE-RT-02,BORM-IPB_CORE-RT-01,BORM-IPB_PPE-RT-04,BORM-vEPC-S5-SGI-01,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,BR_OCS,172.28.14.88,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-03,DNSN-IPB_CORE-RT-01,SNSU-IPB_CORE-RT-04,BORM-IPB_CORE-RT-02,BORM-IPB_PPE-RT-03,BORM-LTE-S5-L3SW-02,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,BD_SRG,172.28.160.80,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-01,DNSN-IPB_CORE-RT-03,SNSU-IPB_CORE-RT-03,BNDG-IPB_CORE-RT-01,BNDG-NEW-IPB-PPE-RT-01,-,-,-,-
5G_VSPGW_A-ZONE,DS_5G_VSPGW_A-ZONE,vPGW#261,SS_PGW,172.28.50.228,DNSN-5G-A-PUB-vPGW261-LF-01,DNSN-5G-A-PUB-BL-04,DNSN-IPB_CORE-RT-04,SNSU-IPB_CORE-RT-02,SNSU-IPB-P-RT-03,SNSU-IPB_PE-RT-04,SNSU-LTE-S5-L3SW-01,-,-,-
